moviename,charactername,time,totaltime
Spider-Man: Homecoming,Rocket Raccoon,0,39.25
Spider-Man: Homecoming,Ronan the Accuser,0,7.75
Spider-Man: Homecoming,Sam Wilson,0,28
Spider-Man: Homecoming,Samuel Sterns,0,7.5
Spider-Man: Homecoming,Savin,0,6
Spider-Man: Homecoming,Scott Lang,0,56
Spider-Man: Homecoming,Sharon Carter,0,7.5
Spider-Man: Homecoming,Sif,0,11.5
Spider-Man: Homecoming,Skurge,0,6.75
Spider-Man: Homecoming,Steve Rogers,1,205.25
Spider-Man: Homecoming,T'Challa,0,11.5
Spider-Man: Homecoming,Taserface,0,4.25
Spider-Man: Homecoming,The Collector,0,3.75
Spider-Man: Homecoming,Thor,0,167.25
Spider-Man: Homecoming,Tinkerer,3.75,3.75
Spider-Man: Homecoming,Tony Stark,8,306
Spider-Man: Homecoming,Trevor Slattery,0,7.5
Spider-Man: Homecoming,Ultron,0,16.75
Spider-Man: Homecoming,Valkyrie,0,15.5
Spider-Man: Homecoming,Vision,0,13.5
Spider-Man: Homecoming,Volstagg,0,10.25
Spider-Man: Homecoming,Wanda Maximoff,0,23
Spider-Man: Homecoming,Wong,0,7
Spider-Man: Homecoming,Yondu Udonta,0,22.25
Spider-Man: Homecoming,Zemo,0,10.5
The Avengers,Adrian Toomes,0,19
The Avengers,Agent Phil Coulson,9,18.75
The Avengers,Aldrich Killian,0,12
The Avengers,Alexander Pierce,0,12.75
The Avengers,Algrim,0,6.25
The Avengers,Ancient One,0,17.25
The Avengers,Arnim Zola,0,10.5
The Avengers,Ayesha,0,3.5
The Avengers,Baron Mordo,0,17.75
The Avengers,Betty Ross,0,27
The Avengers,Bruce Banner,22.25,112.75
The Avengers,Bucky Barnes,0,43.5
The Avengers,Cassandra Lang,0,4.5
The Avengers,Chester Phillips,0,9.25
The Avengers,Christine Everhart,0,5.25
The Avengers,Christine Palmer,0,12.75
The Avengers,Clint Barton,12.75,32.5
The Avengers,Col. James Rhodes,0,46.5
The Avengers,Crossbones,0,8.5
The Avengers,Darcy Lewis,0,17.25
The Avengers,Darren Cross,0,14.5
The Avengers,Dr. Abraham Erskine,0,8.5
The Avengers,Dr. Helen Cho,0,3.25
The Avengers,Dr. Stephen Strange,0,76.25
The Avengers,Drax the Destroyer,0,34.5
The Avengers,Ego the Living Planet,0,17.5
The Avengers,Emil Blonsky,0,18.5
The Avengers,Erik Selvig,3,24
The Avengers,Fandral,0,9.5
The Avengers,Frigga,0,6
The Avengers,Gamora,0,55
The Avengers,Gen. Thaddeus Ross,0,17.75
The Avengers,Grandmaster,0,6
The Avengers,Groot,0,29.5
The Avengers,Hank Pym,0,24.75
The Avengers,Happy Hogan,0,17.75
The Avengers,Harley Keener,0,6.25
The Avengers,Heimdall,0,13.5
The Avengers,Hela,0,12.25
The Avengers,Ho Yinsen,0,11
The Avengers,Hogun,0,8.25
The Avengers,Hope van Dyne,0,15.75
The Avengers,Howard Stark,0,8.75
The Avengers,Ivan Vanko,0,20.75
The Avengers,Jane Foster,0,46
The Avengers,Jasper Sitwell,0.5,5.5
The Avengers,Johann Schmidt,0,15.5
The Avengers,Justin Hammer,0,16.5
The Avengers,Kaecilius,0,12.75
The Avengers,King Laufey,0,3.5
The Avengers,Korg,0,3.75
The Avengers,Kraglin,0,6.5
The Avengers,Laura Barton,0,3.75
The Avengers,Liz Allan,0,9.75
The Avengers,Loki,21.5,75.25
The Avengers,Luis,0,7
The Avengers,Malekith the Accursed,0,8.75
The Avengers,Mantis,0,11
The Avengers,Maria Hill,5.5,11.75
The Avengers,May Parker,0,5
The Avengers,Maya Hansen,0,8.75
The Avengers,Natasha Romanoff,24.75,89
The Avengers,Nebula,0,15
The Avengers,Ned Leeds,0,13.75
The Avengers,Nick Fury,18.25,43.75
The Avengers,Obadiah Stane,0,22
The Avengers,Odin,0,23.75
The Avengers,Paxton,0,4.5
The Avengers,Peggy Carter,0,20.5
The Avengers,Pepper Potts,4.5,64
The Avengers,Peter Parker,0,84.75
The Avengers,Peter Quill,0,82.5
The Avengers,Pietro Maximoff,0,10.25
The Avengers,Raza,0,6
The Avengers,Rocket Raccoon,0,39.25
The Avengers,Ronan the Accuser,0,7.75
The Avengers,Sam Wilson,0,28
The Avengers,Samuel Sterns,0,7.5
The Avengers,Savin,0,6
The Avengers,Scott Lang,0,56
The Avengers,Sharon Carter,0,7.5
The Avengers,Sif,0,11.5
The Avengers,Skurge,0,6.75
The Avengers,Steve Rogers,28.25,205.25
The Avengers,T'Challa,0,11.5
The Avengers,Taserface,0,4.25
The Avengers,The Collector,0,3.75
The Avengers,Thor,18,167.25
The Avengers,Tinkerer,0,3.75
The Avengers,Tony Stark,32.25,306
The Avengers,Trevor Slattery,0,7.5
The Avengers,Ultron,0,16.75
The Avengers,Valkyrie,0,15.5
The Avengers,Vision,0,13.5
The Avengers,Volstagg,0,10.25
The Avengers,Wanda Maximoff,0,23
The Avengers,Wong,0,7
The Avengers,Yondu Udonta,0,22.25
The Avengers,Zemo,0,10.5
The Incredible Hulk,Adrian Toomes,0,19
The Incredible Hulk,Agent Phil Coulson,0,18.75
The Incredible Hulk,Aldrich Killian,0,12
The Incredible Hulk,Alexander Pierce,0,12.75
The Incredible Hulk,Algrim,0,6.25
The Incredible Hulk,Ancient One,0,17.25
The Incredible Hulk,Arnim Zola,0,10.5
The Incredible Hulk,Ayesha,0,3.5
The Incredible Hulk,Baron Mordo,0,17.75
The Incredible Hulk,Betty Ross,27,27
The Incredible Hulk,Bruce Banner,51.75,112.75
The Incredible Hulk,Bucky Barnes,0,43.5
The Incredible Hulk,Cassandra Lang,0,4.5
The Incredible Hulk,Chester Phillips,0,9.25
The Incredible Hulk,Christine Everhart,0,5.25
The Incredible Hulk,Christine Palmer,0,12.75
The Incredible Hulk,Clint Barton,0,32.5
The Incredible Hulk,Col. James Rhodes,0,46.5
The Incredible Hulk,Crossbones,0,8.5
The Incredible Hulk,Darcy Lewis,0,17.25
The Incredible Hulk,Darren Cross,0,14.5
The Incredible Hulk,Dr. Abraham Erskine,0,8.5
The Incredible Hulk,Dr. Helen Cho,0,3.25
The Incredible Hulk,Dr. Stephen Strange,0,76.25
The Incredible Hulk,Drax the Destroyer,0,34.5
The Incredible Hulk,Ego the Living Planet,0,17.5
The Incredible Hulk,Emil Blonsky,18.5,18.5
The Incredible Hulk,Erik Selvig,0,24
The Incredible Hulk,Fandral,0,9.5
The Incredible Hulk,Frigga,0,6
The Incredible Hulk,Gamora,0,55
The Incredible Hulk,Gen. Thaddeus Ross,15,17.75
The Incredible Hulk,Grandmaster,0,6
The Incredible Hulk,Groot,0,29.5
The Incredible Hulk,Hank Pym,0,24.75
The Incredible Hulk,Happy Hogan,0,17.75
The Incredible Hulk,Harley Keener,0,6.25
The Incredible Hulk,Heimdall,0,13.5
The Incredible Hulk,Hela,0,12.25
The Incredible Hulk,Ho Yinsen,0,11
The Incredible Hulk,Hogun,0,8.25
The Incredible Hulk,Hope van Dyne,0,15.75
The Incredible Hulk,Howard Stark,0,8.75
The Incredible Hulk,Ivan Vanko,0,20.75
The Incredible Hulk,Jane Foster,0,46
The Incredible Hulk,Jasper Sitwell,0,5.5
The Incredible Hulk,Johann Schmidt,0,15.5
The Incredible Hulk,Justin Hammer,0,16.5
The Incredible Hulk,Kaecilius,0,12.75
The Incredible Hulk,King Laufey,0,3.5
The Incredible Hulk,Korg,0,3.75
The Incredible Hulk,Kraglin,0,6.5
The Incredible Hulk,Laura Barton,0,3.75
The Incredible Hulk,Liz Allan,0,9.75
The Incredible Hulk,Loki,0,75.25
The Incredible Hulk,Luis,0,7
The Incredible Hulk,Malekith the Accursed,0,8.75
The Incredible Hulk,Mantis,0,11
The Incredible Hulk,Maria Hill,0,11.75
The Incredible Hulk,May Parker,0,5
The Incredible Hulk,Maya Hansen,0,8.75
The Incredible Hulk,Natasha Romanoff,0,89
The Incredible Hulk,Nebula,0,15
The Incredible Hulk,Ned Leeds,0,13.75
The Incredible Hulk,Nick Fury,0,43.75
The Incredible Hulk,Obadiah Stane,0,22
The Incredible Hulk,Odin,0,23.75
The Incredible Hulk,Paxton,0,4.5
The Incredible Hulk,Peggy Carter,0,20.5
The Incredible Hulk,Pepper Potts,0,64
The Incredible Hulk,Peter Parker,0,84.75
The Incredible Hulk,Peter Quill,0,82.5
The Incredible Hulk,Pietro Maximoff,0,10.25
The Incredible Hulk,Raza,0,6
The Incredible Hulk,Rocket Raccoon,0,39.25
The Incredible Hulk,Ronan the Accuser,0,7.75
The Incredible Hulk,Sam Wilson,0,28
The Incredible Hulk,Samuel Sterns,7.5,7.5
The Incredible Hulk,Savin,0,6
The Incredible Hulk,Scott Lang,0,56
The Incredible Hulk,Sharon Carter,0,7.5
The Incredible Hulk,Sif,0,11.5
The Incredible Hulk,Skurge,0,6.75
The Incredible Hulk,Steve Rogers,0,205.25
The Incredible Hulk,T'Challa,0,11.5
The Incredible Hulk,Taserface,0,4.25
The Incredible Hulk,The Collector,0,3.75
The Incredible Hulk,Thor,0,167.25
The Incredible Hulk,Tinkerer,0,3.75
The Incredible Hulk,Tony Stark,0.5,306
The Incredible Hulk,Trevor Slattery,0,7.5
The Incredible Hulk,Ultron,0,16.75
The Incredible Hulk,Valkyrie,0,15.5
The Incredible Hulk,Vision,0,13.5
The Incredible Hulk,Volstagg,0,10.25
The Incredible Hulk,Wanda Maximoff,0,23
The Incredible Hulk,Wong,0,7
The Incredible Hulk,Yondu Udonta,0,22.25
The Incredible Hulk,Zemo,0,10.5
Thor,Adrian Toomes,0,19
Thor,Agent Phil Coulson,4,18.75
Thor,Aldrich Killian,0,12
Thor,Alexander Pierce,0,12.75
Thor,Algrim,0,6.25
Thor,Ancient One,0,17.25
Thor,Arnim Zola,0,10.5
Thor,Ayesha,0,3.5
Thor,Baron Mordo,0,17.75
Thor,Betty Ross,0,27
Thor,Bruce Banner,0,112.75
Thor,Bucky Barnes,0,43.5
Thor,Cassandra Lang,0,4.5
Thor,Chester Phillips,0,9.25
Thor,Christine Everhart,0,5.25
Thor,Christine Palmer,0,12.75
Thor,Clint Barton,0.5,32.5
Thor,Col. James Rhodes,0,46.5
Thor,Crossbones,0,8.5
Thor,Darcy Lewis,8.5,17.25
Thor,Darren Cross,0,14.5
Thor,Dr. Abraham Erskine,0,8.5
Thor,Dr. Helen Cho,0,3.25
Thor,Dr. Stephen Strange,0,76.25
Thor,Drax the Destroyer,0,34.5
Thor,Ego the Living Planet,0,17.5
Thor,Emil Blonsky,0,18.5
Thor,Erik Selvig,13.75,24
Thor,Fandral,7,9.5
Thor,Frigga,2,6
Thor,Gamora,0,55
Thor,Gen. Thaddeus Ross,0,17.75
Thor,Grandmaster,0,6
Thor,Groot,0,29.5
Thor,Hank Pym,0,24.75
Thor,Happy Hogan,0,17.75
Thor,Harley Keener,0,6.25
Thor,Heimdall,4.25,13.5
Thor,Hela,0,12.25
Thor,Ho Yinsen,0,11
Thor,Hogun,6.5,8.25
Thor,Hope van Dyne,0,15.75
Thor,Howard Stark,0,8.75
Thor,Ivan Vanko,0,20.75
Thor,Jane Foster,21,46
Thor,Jasper Sitwell,1,5.5
Thor,Johann Schmidt,0,15.5
Thor,Justin Hammer,0,16.5
Thor,Kaecilius,0,12.75
Thor,King Laufey,3.5,3.5
Thor,Korg,0,3.75
Thor,Kraglin,0,6.5
Thor,Laura Barton,0,3.75
Thor,Liz Allan,0,9.75
Thor,Loki,21.25,75.25
Thor,Luis,0,7
Thor,Malekith the Accursed,0,8.75
Thor,Mantis,0,11
Thor,Maria Hill,0,11.75
Thor,May Parker,0,5
Thor,Maya Hansen,0,8.75
Thor,Natasha Romanoff,0,89
Thor,Nebula,0,15
Thor,Ned Leeds,0,13.75
Thor,Nick Fury,0.75,43.75
Thor,Obadiah Stane,0,22
Thor,Odin,11.25,23.75
Thor,Paxton,0,4.5
Thor,Peggy Carter,0,20.5
Thor,Pepper Potts,0,64
Thor,Peter Parker,0,84.75
Thor,Peter Quill,0,82.5
Thor,Pietro Maximoff,0,10.25
Thor,Raza,0,6
Thor,Rocket Raccoon,0,39.25
Thor,Ronan the Accuser,0,7.75
Thor,Sam Wilson,0,28
Thor,Samuel Sterns,0,7.5
Thor,Savin,0,6
Thor,Scott Lang,0,56
Thor,Sharon Carter,0,7.5
Thor,Sif,8.25,11.5
Thor,Skurge,0,6.75
Thor,Steve Rogers,0,205.25
Thor,T'Challa,0,11.5
Thor,Taserface,0,4.25
Thor,The Collector,0,3.75
Thor,Thor,43.25,167.25
Thor,Tinkerer,0,3.75
Thor,Tony Stark,0,306
Thor,Trevor Slattery,0,7.5
Thor,Ultron,0,16.75
Thor,Valkyrie,0,15.5
Thor,Vision,0,13.5
Thor,Volstagg,7,10.25
Thor,Wanda Maximoff,0,23
Thor,Wong,0,7
Thor,Yondu Udonta,0,22.25
Thor,Zemo,0,10.5
Thor: Ragnarok,Adrian Toomes,0,19
Thor: Ragnarok,Agent Phil Coulson,0,18.75
Thor: Ragnarok,Aldrich Killian,0,12
Thor: Ragnarok,Alexander Pierce,0,12.75
Thor: Ragnarok,Algrim,0,6.25
Thor: Ragnarok,Ancient One,0,17.25
Thor: Ragnarok,Arnim Zola,0,10.5
Thor: Ragnarok,Ayesha,0,3.5
Thor: Ragnarok,Baron Mordo,0,17.75
Thor: Ragnarok,Betty Ross,0,27
Thor: Ragnarok,Bruce Banner,18,112.75
Thor: Ragnarok,Bucky Barnes,0,43.5
Thor: Ragnarok,Cassandra Lang,0,4.5
Thor: Ragnarok,Chester Phillips,0,9.25
Thor: Ragnarok,Christine Everhart,0,5.25
Thor: Ragnarok,Christine Palmer,0,12.75
Thor: Ragnarok,Clint Barton,0,32.5
Thor: Ragnarok,Col. James Rhodes,0,46.5
Thor: Ragnarok,Crossbones,0,8.5
Thor: Ragnarok,Darcy Lewis,0,17.25
Thor: Ragnarok,Darren Cross,0,14.5
Thor: Ragnarok,Dr. Abraham Erskine,0,8.5
Thor: Ragnarok,Dr. Helen Cho,0,3.25
Thor: Ragnarok,Dr. Stephen Strange,2.75,76.25
Thor: Ragnarok,Drax the Destroyer,0,34.5
Thor: Ragnarok,Ego the Living Planet,0,17.5
Thor: Ragnarok,Emil Blonsky,0,18.5
Thor: Ragnarok,Erik Selvig,0,24
Thor: Ragnarok,Fandral,0.5,9.5
Thor: Ragnarok,Frigga,0,6
Thor: Ragnarok,Gamora,0,55
Thor: Ragnarok,Gen. Thaddeus Ross,0,17.75
Thor: Ragnarok,Grandmaster,6,6
Thor: Ragnarok,Groot,0,29.5
Thor: Ragnarok,Hank Pym,0,24.75
Thor: Ragnarok,Happy Hogan,0,17.75
Thor: Ragnarok,Harley Keener,0,6.25
Thor: Ragnarok,Heimdall,4.5,13.5
Thor: Ragnarok,Hela,12.25,12.25
Thor: Ragnarok,Ho Yinsen,0,11
Thor: Ragnarok,Hogun,0.75,8.25
Thor: Ragnarok,Hope van Dyne,0,15.75
Thor: Ragnarok,Howard Stark,0,8.75
Thor: Ragnarok,Ivan Vanko,0,20.75
Thor: Ragnarok,Jane Foster,0,46
Thor: Ragnarok,Jasper Sitwell,0,5.5
Thor: Ragnarok,Johann Schmidt,0,15.5
Thor: Ragnarok,Justin Hammer,0,16.5
Thor: Ragnarok,Kaecilius,0,12.75
Thor: Ragnarok,King Laufey,0,3.5
Thor: Ragnarok,Korg,3.75,3.75
Thor: Ragnarok,Kraglin,0,6.5
Thor: Ragnarok,Laura Barton,0,3.75
Thor: Ragnarok,Liz Allan,0,9.75
Thor: Ragnarok,Loki,15,75.25
Thor: Ragnarok,Luis,0,7
Thor: Ragnarok,Malekith the Accursed,0,8.75
Thor: Ragnarok,Mantis,0,11
Thor: Ragnarok,Maria Hill,0,11.75
Thor: Ragnarok,May Parker,0,5
Thor: Ragnarok,Maya Hansen,0,8.75
Thor: Ragnarok,Natasha Romanoff,0.25,89
Thor: Ragnarok,Nebula,0,15
Thor: Ragnarok,Ned Leeds,0,13.75
Thor: Ragnarok,Nick Fury,0,43.75
Thor: Ragnarok,Obadiah Stane,0,22
Thor: Ragnarok,Odin,3.5,23.75
Thor: Ragnarok,Paxton,0,4.5
Thor: Ragnarok,Peggy Carter,0,20.5
Thor: Ragnarok,Pepper Potts,0,64
Thor: Ragnarok,Peter Parker,0,84.75
Thor: Ragnarok,Peter Quill,0,82.5
Thor: Ragnarok,Pietro Maximoff,0,10.25
Thor: Ragnarok,Raza,0,6
Thor: Ragnarok,Rocket Raccoon,0,39.25
Thor: Ragnarok,Ronan the Accuser,0,7.75
Thor: Ragnarok,Sam Wilson,0,28
Thor: Ragnarok,Samuel Sterns,0,7.5
Thor: Ragnarok,Savin,0,6
Thor: Ragnarok,Scott Lang,0,56
Thor: Ragnarok,Sharon Carter,0,7.5
Thor: Ragnarok,Sif,0,11.5
Thor: Ragnarok,Skurge,6.75,6.75
Thor: Ragnarok,Steve Rogers,0,205.25
Thor: Ragnarok,T'Challa,0,11.5
Thor: Ragnarok,Taserface,0,4.25
Thor: Ragnarok,The Collector,0,3.75
Thor: Ragnarok,Thor,57,167.25
Thor: Ragnarok,Tinkerer,0,3.75
Thor: Ragnarok,Tony Stark,0,306
Thor: Ragnarok,Trevor Slattery,0,7.5
Thor: Ragnarok,Ultron,0,16.75
Thor: Ragnarok,Valkyrie,15.5,15.5
Thor: Ragnarok,Vision,0,13.5
Thor: Ragnarok,Volstagg,0.5,10.25
Thor: Ragnarok,Wanda Maximoff,0,23
Thor: Ragnarok,Wong,0,7
Thor: Ragnarok,Yondu Udonta,0,22.25
Thor: Ragnarok,Zemo,0,10.5
Thor: The Dark World,Adrian Toomes,0,19
Thor: The Dark World,Agent Phil Coulson,0,18.75
Thor: The Dark World,Aldrich Killian,0,12
Thor: The Dark World,Alexander Pierce,0,12.75
Thor: The Dark World,Algrim,6.25,6.25
Thor: The Dark World,Ancient One,0,17.25
Thor: The Dark World,Arnim Zola,0,10.5
Thor: The Dark World,Ayesha,0,3.5
Thor: The Dark World,Baron Mordo,0,17.75
Thor: The Dark World,Betty Ross,0,27
Thor: The Dark World,Bruce Banner,0,112.75
Thor: The Dark World,Bucky Barnes,0,43.5
Thor: The Dark World,Cassandra Lang,0,4.5
Thor: The Dark World,Chester Phillips,0,9.25
Thor: The Dark World,Christine Everhart,0,5.25
Thor: The Dark World,Christine Palmer,0,12.75
Thor: The Dark World,Clint Barton,0,32.5
Thor: The Dark World,Col. James Rhodes,0,46.5
Thor: The Dark World,Crossbones,0,8.5
Thor: The Dark World,Darcy Lewis,8.75,17.25
Thor: The Dark World,Darren Cross,0,14.5
Thor: The Dark World,Dr. Abraham Erskine,0,8.5
Thor: The Dark World,Dr. Helen Cho,0,3.25
Thor: The Dark World,Dr. Stephen Strange,0,76.25
Thor: The Dark World,Drax the Destroyer,0,34.5
Thor: The Dark World,Ego the Living Planet,0,17.5
Thor: The Dark World,Emil Blonsky,0,18.5
Thor: The Dark World,Erik Selvig,6.5,24
Thor: The Dark World,Fandral,2,9.5
Thor: The Dark World,Frigga,4,6
Thor: The Dark World,Gamora,0,55
Thor: The Dark World,Gen. Thaddeus Ross,0,17.75
Thor: The Dark World,Grandmaster,0,6
Thor: The Dark World,Groot,0,29.5
Thor: The Dark World,Hank Pym,0,24.75
Thor: The Dark World,Happy Hogan,0,17.75
Thor: The Dark World,Harley Keener,0,6.25
Thor: The Dark World,Heimdall,4.25,13.5
Thor: The Dark World,Hela,0,12.25
Thor: The Dark World,Ho Yinsen,0,11
Thor: The Dark World,Hogun,1,8.25
Thor: The Dark World,Hope van Dyne,0,15.75
Thor: The Dark World,Howard Stark,0,8.75
Thor: The Dark World,Ivan Vanko,0,20.75
Thor: The Dark World,Jane Foster,25,46
Thor: The Dark World,Jasper Sitwell,0,5.5
Thor: The Dark World,Johann Schmidt,0,15.5
Thor: The Dark World,Justin Hammer,0,16.5
Thor: The Dark World,Kaecilius,0,12.75
Thor: The Dark World,King Laufey,0,3.5
Thor: The Dark World,Korg,0,3.75
Thor: The Dark World,Kraglin,0,6.5
Thor: The Dark World,Laura Barton,0,3.75
Thor: The Dark World,Liz Allan,0,9.75
Thor: The Dark World,Loki,17.5,75.25
Thor: The Dark World,Luis,0,7
Thor: The Dark World,Malekith the Accursed,8.75,8.75
Thor: The Dark World,Mantis,0,11
Thor: The Dark World,Maria Hill,0,11.75
Thor: The Dark World,May Parker,0,5
Thor: The Dark World,Maya Hansen,0,8.75
Thor: The Dark World,Natasha Romanoff,0,89
Thor: The Dark World,Nebula,0,15
Thor: The Dark World,Ned Leeds,0,13.75
Thor: The Dark World,Nick Fury,0,43.75
Thor: The Dark World,Obadiah Stane,0,22
Thor: The Dark World,Odin,9,23.75
Thor: The Dark World,Paxton,0,4.5
Thor: The Dark World,Peggy Carter,0,20.5
Thor: The Dark World,Pepper Potts,0,64
Thor: The Dark World,Peter Parker,0,84.75
Thor: The Dark World,Peter Quill,0,82.5
Thor: The Dark World,Pietro Maximoff,0,10.25
Thor: The Dark World,Raza,0,6
Thor: The Dark World,Rocket Raccoon,0,39.25
Thor: The Dark World,Ronan the Accuser,0,7.75
Thor: The Dark World,Sam Wilson,0,28
Thor: The Dark World,Samuel Sterns,0,7.5
Thor: The Dark World,Savin,0,6
Thor: The Dark World,Scott Lang,0,56
Thor: The Dark World,Sharon Carter,0,7.5
Thor: The Dark World,Sif,3.25,11.5
Thor: The Dark World,Skurge,0,6.75
Thor: The Dark World,Steve Rogers,0,205.25
Thor: The Dark World,T'Challa,0,11.5
Thor: The Dark World,Taserface,0,4.25
Thor: The Dark World,The Collector,1.25,3.75
Thor: The Dark World,Thor,35,167.25
Thor: The Dark World,Tinkerer,0,3.75
Thor: The Dark World,Tony Stark,0,306
Thor: The Dark World,Trevor Slattery,0,7.5
Thor: The Dark World,Ultron,0,16.75
Thor: The Dark World,Valkyrie,0,15.5
Thor: The Dark World,Vision,0,13.5
Thor: The Dark World,Volstagg,2.75,10.25
Thor: The Dark World,Wanda Maximoff,0,23
Thor: The Dark World,Wong,0,7
Thor: The Dark World,Yondu Udonta,0,22.25
Thor: The Dark World,Zemo,0,10.5
